split,id,prediction_mae_px,sigma_min,sigma_max,rank,condition,valid,epsilon,jtj_pixel_normalization,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8
test_id,full-test_id-000137,5.970703125,1.1203043908422587,7.849303864816694,8,7.0064028392457605,True,0.0033632286995515697,50176.0,7.849303864816694,6.6993782103753095,6.520624590301569,3.6021512496122106,2.602314608674552,1.6372990024311769,1.1673192061542417,1.1203043908422587
test_id,full-test_id-000756,4.322630882263184,0.9192843354302114,10.159740007622066,8,11.051792808878288,True,0.0033632286995515697,50176.0,10.159740007622066,7.665779201731149,3.4471055292645114,2.676975967892352,1.7473173931976909,1.556168514538714,1.1915408528214508,0.9192843354302114
test_id,full-test_id-000850,7.81693696975708,0.7880814203192961,9.83865983717886,8,12.484318984696614,True,0.0033632286995515697,50176.0,9.83865983717886,6.688308610704228,3.9853873139987823,3.1897030381099247,1.808506324733873,1.5243740564869288,1.340363730519621,0.7880814203192961
test_id,full-test_id-000281,6.005704879760742,0.974689151846666,9.333993707451445,8,9.576380007684572,True,0.0033632286995515697,50176.0,9.333993707451445,8.239635770293129,3.507649940350663,3.0299289653178634,1.727920431728542,1.4941146760609705,1.3300454676483744,0.974689151846666
test_id,full-test_id-000134,3.6436784267425537,0.9332818514638439,8.736068826757219,8,9.360590065107102,True,0.0033632286995515697,50176.0,8.736068826757219,6.580178736014591,3.4062647989473622,2.3862059547270844,1.9211853856900754,1.6829685764499958,1.1591220254223327,0.9332818514638439
test_id,full-test_id-000767,6.145310878753662,0.7941670072999324,7.640697934957062,8,9.621021604680445,True,0.0033632286995515697,50176.0,7.640697934957062,7.403456972446054,2.8419767417075277,1.7004226860655596,1.5319615043292258,1.3905704977251652,1.0391180925430117,0.7941670072999324
test_id,full-test_id-000593,2.9925777912139893,0.7863879272627544,7.750467110881963,8,9.855780896662104,True,0.0033632286995515697,50176.0,7.750467110881963,5.997812685495769,4.215152398324728,2.666542863234158,1.7285441521730351,1.4000319091025972,1.0405454583796157,0.7863879272627544
test_id,full-test_id-000977,5.273216247558594,0.6948829519363469,6.534332641662171,8,9.403501155775562,True,0.0033632286995515697,50176.0,6.534332641662171,5.373836806551652,3.828795645737441,2.246454476409183,1.3528765117583326,1.2542850204586697,1.0800149214310348,0.6948829519363469
test_id,full-test_id-000183,4.132772445678711,1.026531910173842,9.568922539785602,8,9.321602616488674,True,0.0033632286995515697,50176.0,9.568922539785602,8.077506767982769,3.954961487824375,2.3470350635966266,1.7236670335530146,1.4624841895356353,1.261402580695533,1.026531910173842
test_id,full-test_id-000631,12.311090469360352,0.8635940474953746,9.920853877768469,8,11.48786736840217,True,0.0033632286995515697,50176.0,9.920853877768469,4.14560467492186,3.55218094454059,1.9290091718982403,1.5726513335724066,1.2448333325600864,1.1045418218008882,0.8635940474953746
test_id,full-test_id-000352,8.02973461151123,0.5269960012935647,5.87842192273664,8,11.154585439562087,True,0.0033632286995515697,50176.0,5.87842192273664,3.221999718480599,2.4224780047215546,1.493639991057991,1.2577646358350796,0.9918674336315658,0.6878438272755641,0.5269960012935647
test_id,full-test_id-000474,2.923931360244751,0.8575297511788835,7.128243934851475,8,8.312532509865655,True,0.0033632286995515697,50176.0,7.128243934851475,4.850201849942406,4.158041872953431,3.310198227439481,2.1621340014569945,1.3828155633042918,0.9700711194996673,0.8575297511788835
test_id,full-test_id-000261,4.193704605102539,1.0425459944582862,7.396893147089682,8,7.095028120014174,True,0.0033632286995515697,50176.0,7.396893147089682,6.464573469670832,5.95161796298273,4.177766627497516,2.3893509123195886,1.3011260406771707,1.1237450412218217,1.0425459944582862
test_id,full-test_id-000961,6.339451313018799,1.1134295902710765,10.20148855468612,8,9.162221521526527,True,0.0033632286995515697,50176.0,10.20148855468612,9.110567138405711,4.006544029536057,2.2039996608716015,1.7613441902712645,1.6578721687661886,1.2701307412740779,1.1134295902710765
test_id,full-test_id-000237,17.7353572845459,0.839066277545941,8.27809476426187,8,9.865841335529806,True,0.0033632286995515697,50176.0,8.27809476426187,6.518296562447209,3.991751006169009,2.6853213659886155,1.5416499614909371,1.4416600891289195,1.0973682539799696,0.839066277545941
test_id,full-test_id-000871,16.326129913330078,1.0963450812524123,9.344122101036517,8,8.522975348566565,True,0.0033632286995515697,50176.0,9.344122101036517,7.175169616122044,4.541338900481652,2.9819665759289093,2.036736387944944,1.3964829479672825,1.231272065587055,1.0963450812524123
test_id,full-test_id-000752,19.283721923828125,1.0783409860705013,9.958832138556614,8,9.235327477300869,True,0.0033632286995515697,50176.0,9.958832138556614,6.248325818495305,3.5971035123556,2.8541735374401003,1.699877953251842,1.5130259307070597,1.296348532839093,1.0783409860705013
test_id,full-test_id-000227,19.7635440826416,0.7654125264110976,7.654204147690629,8,10.000103060215153,True,0.0033632286995515697,50176.0,7.654204147690629,7.1435227222259945,4.078710950335479,2.7153114939723926,1.4195957212010966,1.2948072924190241,1.263080052530443,0.7654125264110976
test_id,full-test_id-000064,4.579240322113037,0.8860791179389249,9.792494362413313,8,11.05148983218481,True,0.0033632286995515697,50176.0,9.792494362413313,8.098260288653906,4.00332779831514,2.555177599665193,1.7745036681033188,1.52641200541047,1.3752562477891506,0.8860791179389249
test_id,full-test_id-000311,3.9799001216888428,1.2043854439551243,8.013642951893761,8,6.6537195314960575,True,0.0033632286995515697,50176.0,8.013642951893761,7.234122562585109,5.877080989640008,3.0309317629440424,2.8360043389862,1.648887705771823,1.218890577065039,1.2043854439551243
test_id,full-test_id-000138,6.753575325012207,0.9752567279076269,8.067600147311392,8,8.272283508999825,True,0.0033632286995515697,50176.0,8.067600147311392,6.1466985746385365,5.190942117228151,3.3223089880594063,1.939142720035452,1.4062030007917705,1.2322726366214052,0.9752567279076269
test_id,full-test_id-000154,10.069390296936035,0.9101879255971476,10.57352188104629,8,11.616855798333418,True,0.0033632286995515697,50176.0,10.57352188104629,7.279143526376069,4.089074192307517,2.4694826760984805,1.9809275850323602,1.6042328857515264,1.2222910638461546,0.9101879255971476
test_id,full-test_id-000859,4.657970905303955,1.0671041722187231,8.86582293980977,8,8.308301261137373,True,0.0033632286995515697,50176.0,8.86582293980977,6.359570897389253,4.89148491752983,3.6895817527435506,2.539181542130969,1.43324596792723,1.1732931545025769,1.0671041722187231
test_id,full-test_id-000121,3.1623895168304443,0.6871939899633023,7.075241954840557,8,10.295843761989815,True,0.0033632286995515697,50176.0,7.075241954840557,5.2427884369799695,2.4989198392177783,1.809787366612745,1.4837240654541899,1.0293095598681363,0.9303808348083675,0.6871939899633023
test_id,full-test_id-000560,11.437361717224121,0.9771324737773376,10.43989088641618,8,10.684212393492873,True,0.0033632286995515697,50176.0,10.43989088641618,8.062757888794417,4.0370840348374495,2.4332777046636442,1.80478546030756,1.6494944519004169,1.3280839782068088,0.9771324737773376
test_id,full-test_id-000210,19.71334457397461,1.1327044968603301,9.746408548122572,8,8.604546530130328,True,0.0033632286995515697,50176.0,9.746408548122572,5.911633554815917,4.14255143219625,3.6102435065458547,2.54735925113748,1.5256333741497856,1.5030085618272155,1.1327044968603301
test_id,full-test_id-000825,6.6630449295043945,0.6667042486300714,8.784789782464069,8,13.17644187886136,True,0.0033632286995515697,50176.0,8.784789782464069,4.331196557113307,3.4907611214943612,1.897942361169168,1.4660904197941746,1.2912487589315202,0.9910876586711108,0.6667042486300714
test_id,full-test_id-000930,6.579041481018066,0.7910207008925557,8.95797968062472,8,11.324583124710767,True,0.0033632286995515697,50176.0,8.95797968062472,4.389643975934433,3.394286282883015,1.524224928181592,1.3803414146394457,1.2334920071030633,0.9764449492272972,0.7910207008925557
test_id,full-test_id-000772,11.16352367401123,0.8155115520652997,8.382604062434208,8,10.27895195500921,True,0.0033632286995515697,50176.0,8.382604062434208,7.190805416898546,3.7240142725862238,2.6242676649070655,1.8452540725870026,1.4810014793629527,1.118445708313373,0.8155115520652997
test_id,full-test_id-000455,4.5681328773498535,1.1518033559200929,7.080279777269301,8,6.147125497488567,True,0.0033632286995515697,50176.0,7.080279777269301,6.197223871315509,5.73715328717704,3.473915439539013,2.350749845260791,1.3935158395596212,1.2115727637463845,1.1518033559200929
test_id,full-test_id-000033,8.574108123779297,1.2001140535305415,7.957521219905081,8,6.630637476909249,True,0.0033632286995515697,50176.0,7.957521219905081,7.154609781805075,5.410872695996604,3.131636710007905,2.3179730769668776,1.559453067298844,1.428929053832316,1.2001140535305415
test_id,full-test_id-000057,6.551540374755859,1.0607393661416764,8.260194652426465,8,7.7872047706422185,True,0.0033632286995515697,50176.0,8.260194652426465,7.216818844045921,4.902567694936456,3.5625060592720352,2.2321191868232884,1.412255705872698,1.3213655056870783,1.0607393661416764
test_id,full-test_id-000294,5.002305030822754,1.0423623364134176,8.97247615709256,8,8.607828433215696,True,0.0033632286995515697,50176.0,8.97247615709256,5.734028687308918,4.9841348389304905,3.431903492291446,1.9268666363922144,1.5329361559964756,1.2331896688457802,1.0423623364134176
test_id,full-test_id-000955,6.512144565582275,1.1407700591277579,10.072560495573907,8,8.829615061316975,True,0.0033632286995515697,50176.0,10.072560495573907,7.837207778627892,5.5535033320289235,3.002975972512646,2.472777010224801,1.5670835978427293,1.3443663677236786,1.1407700591277579
test_id,full-test_id-000618,4.926606178283691,0.7725712243440845,8.433148642781374,8,10.915690847715878,True,0.0033632286995515697,50176.0,8.433148642781374,5.775691133904315,3.5918613646683935,2.4705480071928054,1.7578065743438689,1.3287114788711931,1.1004538907301324,0.7725712243440845
test_id,full-test_id-000803,3.5982844829559326,0.8950025636831519,10.381718658853039,8,11.599652425720164,True,0.0033632286995515697,50176.0,10.381718658853039,7.091254382918914,3.8694193033646944,1.8457930009494081,1.5932533572375975,1.4313585109708105,1.0709729948794555,0.8950025636831519
test_id,full-test_id-000939,2.3204214572906494,1.0312302393892991,8.451256818926193,8,8.19531516446907,True,0.0033632286995515697,50176.0,8.451256818926193,6.35316338190503,4.512921618778766,2.5855319137705073,1.8244848063044157,1.598364358464869,1.128066752989339,1.0312302393892991
test_id,full-test_id-000775,5.897620677947998,0.9520385020144327,7.920551864492562,8,8.319570949844303,True,0.0033632286995515697,50176.0,7.920551864492562,5.395590210231855,4.095441260749332,2.7863869430536536,1.6417091883190242,1.3213510350046649,1.274654950624827,0.9520385020144327
test_id,full-test_id-000808,4.184847354888916,1.0340361577566801,9.499580851753963,8,9.186894269116378,True,0.0033632286995515697,50176.0,9.499580851753963,6.089681650195876,4.430364065132958,2.4467840283734157,1.9256414015386372,1.4954989532506406,1.14456442516299,1.0340361577566801
test_id,full-test_id-000049,7.770193099975586,0.7985144833059159,9.906662361582665,8,12.406365280399505,True,0.0033632286995515697,50176.0,9.906662361582665,9.177247628061606,3.9278826848157107,3.337159661878049,1.7945352966360097,1.4812652324598112,1.2683630965491153,0.7985144833059159
